station_id,station_name,timestamp,direction,hour,day_of_week,is_weekend,density_score
HA-08,Həzi Aslanov,2024-02-01T00:45:00,outbound,0.75,3,0,0.1085
IC-01,İçərişəhər,2024-02-01T01:00:00,inbound,1.0,3,0,0.1193
IC-01,İçərişəhər,2024-02-01T01:00:00,outbound,1.0,3,0,0.1126
MY-02,28 May,2024-02-01T01:00:00,inbound,1.0,3,0,0.0679
MY-02,28 May,2024-02-01T01:00:00,outbound,1.0,3,0,0.0482
NN-03,Nəriman Nərimanov,2024-02-01T01:00:00,inbound,1.0,3,0,0.0615
NN-03,Nəriman Nərimanov,2024-02-01T01:00:00,outbound,1.0,3,0,0.0568
BK-04,Bakmil,2024-02-01T01:00:00,inbound,1.0,3,0,0.0311
BK-04,Bakmil,2024-02-01T01:00:00,outbound,1.0,3,0,0.1043
UL-05,Ulduz,2024-02-01T01:00:00,inbound,1.0,3,0,0.1026
UL-05,Ulduz,2024-02-01T01:00:00,outbound,1.0,3,0,0.0465
KR-06,Koroğlu,2024-02-01T01:00:00,inbound,1.0,3,0,0.0905
KR-06,Koroğlu,2024-02-01T01:00:00,outbound,1.0,3,0,0.0646
QQ-07,Qara Qarayev,2024-02-01T01:00:00,inbound,1.0,3,0,0.1115
QQ-07,Qara Qarayev,2024-02-01T01:00:00,outbound,1.0,3,0,0.0659
HA-08,Həzi Aslanov,2024-02-01T01:00:00,inbound,1.0,3,0,0.0665
HA-08,Həzi Aslanov,2024-02-01T01:00:00,outbound,1.0,3,0,0.0647
IC-01,İçərişəhər,2024-02-01T01:15:00,inbound,1.25,3,0,0.0911
IC-01,İçərişəhər,2024-02-01T01:15:00,outbound,1.25,3,0,0.0613
MY-02,28 May,2024-02-01T01:15:00,inbound,1.25,3,0,0.1035
MY-02,28 May,2024-02-01T01:15:00,outbound,1.25,3,0,0.1348
NN-03,Nəriman Nərimanov,2024-02-01T01:15:00,inbound,1.25,3,0,0.0699
NN-03,Nəriman Nərimanov,2024-02-01T01:15:00,outbound,1.25,3,0,0.0519
BK-04,Bakmil,2024-02-01T01:15:00,inbound,1.25,3,0,0.1098
BK-04,Bakmil,2024-02-01T01:15:00,outbound,1.25,3,0,0.061
UL-05,Ulduz,2024-02-01T01:15:00,inbound,1.25,3,0,0.0241
UL-05,Ulduz,2024-02-01T01:15:00,outbound,1.25,3,0,0.0197
KR-06,Koroğlu,2024-02-01T01:15:00,inbound,1.25,3,0,0.036
KR-06,Koroğlu,2024-02-01T01:15:00,outbound,1.25,3,0,0.0877
QQ-07,Qara Qarayev,2024-02-01T01:15:00,inbound,1.25,3,0,0.0992
QQ-07,Qara Qarayev,2024-02-01T01:15:00,outbound,1.25,3,0,0.0622
HA-08,Həzi Aslanov,2024-02-01T01:15:00,inbound,1.25,3,0,0.0464
HA-08,Həzi Aslanov,2024-02-01T01:15:00,outbound,1.25,3,0,0.0782
IC-01,İçərişəhər,2024-02-01T01:30:00,inbound,1.5,3,0,0.1346
IC-01,İçərişəhər,2024-02-01T01:30:00,outbound,1.5,3,0,0.0879
MY-02,28 May,2024-02-01T01:30:00,inbound,1.5,3,0,0.1421
MY-02,28 May,2024-02-01T01:30:00,outbound,1.5,3,0,0.1311
NN-03,Nəriman Nərimanov,2024-02-01T01:30:00,inbound,1.5,3,0,0.0311
NN-03,Nəriman Nərimanov,2024-02-01T01:30:00,outbound,1.5,3,0,0.1021
BK-04,Bakmil,2024-02-01T01:30:00,inbound,1.5,3,0,0.0782
BK-04,Bakmil,2024-02-01T01:30:00,outbound,1.5,3,0,0.0637
UL-05,Ulduz,2024-02-01T01:30:00,inbound,1.5,3,0,0.0417
UL-05,Ulduz,2024-02-01T01:30:00,outbound,1.5,3,0,0.0791
KR-06,Koroğlu,2024-02-01T01:30:00,inbound,1.5,3,0,0.0362
KR-06,Koroğlu,2024-02-01T01:30:00,outbound,1.5,3,0,0.0685
QQ-07,Qara Qarayev,2024-02-01T01:30:00,inbound,1.5,3,0,0.0654
QQ-07,Qara Qarayev,2024-02-01T01:30:00,outbound,1.5,3,0,0.1154
HA-08,Həzi Aslanov,2024-02-01T01:30:00,inbound,1.5,3,0,0.1276
HA-08,Həzi Aslanov,2024-02-01T01:30:00,outbound,1.5,3,0,0.0663
IC-01,İçərişəhər,2024-02-01T01:45:00,inbound,1.75,3,0,0.0851
IC-01,İçərişəhər,2024-02-01T01:45:00,outbound,1.75,3,0,0.0529
MY-02,28 May,2024-02-01T01:45:00,inbound,1.75,3,0,0.1363
MY-02,28 May,2024-02-01T01:45:00,outbound,1.75,3,0,0.1321
NN-03,Nəriman Nərimanov,2024-02-01T01:45:00,inbound,1.75,3,0,0.0598
NN-03,Nəriman Nərimanov,2024-02-01T01:45:00,outbound,1.75,3,0,0.0939
BK-04,Bakmil,2024-02-01T01:45:00,inbound,1.75,3,0,0.0709
BK-04,Bakmil,2024-02-01T01:45:00,outbound,1.75,3,0,0.0253
UL-05,Ulduz,2024-02-01T01:45:00,inbound,1.75,3,0,0.0913
UL-05,Ulduz,2024-02-01T01:45:00,outbound,1.75,3,0,0.0689
KR-06,Koroğlu,2024-02-01T01:45:00,inbound,1.75,3,0,0.1029
KR-06,Koroğlu,2024-02-01T01:45:00,outbound,1.75,3,0,0.078
QQ-07,Qara Qarayev,2024-02-01T01:45:00,inbound,1.75,3,0,0.0201
QQ-07,Qara Qarayev,2024-02-01T01:45:00,outbound,1.75,3,0,0.0524
HA-08,Həzi Aslanov,2024-02-01T01:45:00,inbound,1.75,3,0,0.0419
HA-08,Həzi Aslanov,2024-02-01T01:45:00,outbound,1.75,3,0,0.1329
IC-01,İçərişəhər,2024-02-01T02:00:00,inbound,2.0,3,0,0.1229
IC-01,İçərişəhər,2024-02-01T02:00:00,outbound,2.0,3,0,0.1182
MY-02,28 May,2024-02-01T02:00:00,inbound,2.0,3,0,0.0758
MY-02,28 May,2024-02-01T02:00:00,outbound,2.0,3,0,0.0508
NN-03,Nəriman Nərimanov,2024-02-01T02:00:00,inbound,2.0,3,0,0.1178
NN-03,Nəriman Nərimanov,2024-02-01T02:00:00,outbound,2.0,3,0,0.1247
BK-04,Bakmil,2024-02-01T02:00:00,inbound,2.0,3,0,0.0186
BK-04,Bakmil,2024-02-01T02:00:00,outbound,2.0,3,0,0.0586
UL-05,Ulduz,2024-02-01T02:00:00,inbound,2.0,3,0,0.0219
UL-05,Ulduz,2024-02-01T02:00:00,outbound,2.0,3,0,0.0911
KR-06,Koroğlu,2024-02-01T02:00:00,inbound,2.0,3,0,0.1016
KR-06,Koroğlu,2024-02-01T02:00:00,outbound,2.0,3,0,0.0378
QQ-07,Qara Qarayev,2024-02-01T02:00:00,inbound,2.0,3,0,0.0675
QQ-07,Qara Qarayev,2024-02-01T02:00:00,outbound,2.0,3,0,0.075
HA-08,Həzi Aslanov,2024-02-01T02:00:00,inbound,2.0,3,0,0.0665
HA-08,Həzi Aslanov,2024-02-01T02:00:00,outbound,2.0,3,0,0.1272
IC-01,İçərişəhər,2024-02-01T02:15:00,inbound,2.25,3,0,0.0773
IC-01,İçərişəhər,2024-02-01T02:15:00,outbound,2.25,3,0,0.0562
MY-02,28 May,2024-02-01T02:15:00,inbound,2.25,3,0,0.0989
MY-02,28 May,2024-02-01T02:15:00,outbound,2.25,3,0,0.118
NN-03,Nəriman Nərimanov,2024-02-01T02:15:00,inbound,2.25,3,0,0.0501
NN-03,Nəriman Nərimanov,2024-02-01T02:15:00,outbound,2.25,3,0,0.0612
BK-04,Bakmil,2024-02-01T02:15:00,inbound,2.25,3,0,0.1095
BK-04,Bakmil,2024-02-01T02:15:00,outbound,2.25,3,0,0.075
UL-05,Ulduz,2024-02-01T02:15:00,inbound,2.25,3,0,0.0588
UL-05,Ulduz,2024-02-01T02:15:00,outbound,2.25,3,0,0.0668
KR-06,Koroğlu,2024-02-01T02:15:00,inbound,2.25,3,0,0.0371
KR-06,Koroğlu,2024-02-01T02:15:00,outbound,2.25,3,0,0.0475
QQ-07,Qara Qarayev,2024-02-01T02:15:00,inbound,2.25,3,0,0.0538
QQ-07,Qara Qarayev,2024-02-01T02:15:00,outbound,2.25,3,0,0.0788
HA-08,Həzi Aslanov,2024-02-01T02:15:00,inbound,2.25,3,0,0.063
HA-08,Həzi Aslanov,2024-02-01T02:15:00,outbound,2.25,3,0,0.062
IC-01,İçərişəhər,2024-02-01T02:30:00,inbound,2.5,3,0,0.0421
IC-01,İçərişəhər,2024-02-01T02:30:00,outbound,2.5,3,0,0.0981
MY-02,28 May,2024-02-01T02:30:00,inbound,2.5,3,0,0.0679
MY-02,28 May,2024-02-01T02:30:00,outbound,2.5,3,0,0.1355
NN-03,Nəriman Nərimanov,2024-02-01T02:30:00,inbound,2.5,3,0,0.116
NN-03,Nəriman Nərimanov,2024-02-01T02:30:00,outbound,2.5,3,0,0.0371
BK-04,Bakmil,2024-02-01T02:30:00,inbound,2.5,3,0,0.0338
BK-04,Bakmil,2024-02-01T02:30:00,outbound,2.5,3,0,0.0769
UL-05,Ulduz,2024-02-01T02:30:00,inbound,2.5,3,0,0.0364
UL-05,Ulduz,2024-02-01T02:30:00,outbound,2.5,3,0,0.0282
KR-06,Koroğlu,2024-02-01T02:30:00,inbound,2.5,3,0,0.1186
KR-06,Koroğlu,2024-02-01T02:30:00,outbound,2.5,3,0,0.0821
QQ-07,Qara Qarayev,2024-02-01T02:30:00,inbound,2.5,3,0,0.0673
QQ-07,Qara Qarayev,2024-02-01T02:30:00,outbound,2.5,3,0,0.0985
HA-08,Həzi Aslanov,2024-02-01T02:30:00,inbound,2.5,3,0,0.1207
HA-08,Həzi Aslanov,2024-02-01T02:30:00,outbound,2.5,3,0,0.059
IC-01,İçərişəhər,2024-02-01T02:45:00,inbound,2.75,3,0,0.0447
IC-01,İçərişəhər,2024-02-01T02:45:00,outbound,2.75,3,0,0.0781
MY-02,28 May,2024-02-01T02:45:00,inbound,2.75,3,0,0.0874
MY-02,28 May,2024-02-01T02:45:00,outbound,2.75,3,0,0.0917
NN-03,Nəriman Nərimanov,2024-02-01T02:45:00,inbound,2.75,3,0,0.1029
NN-03,Nəriman Nərimanov,2024-02-01T02:45:00,outbound,2.75,3,0,0.0973
BK-04,Bakmil,2024-02-01T02:45:00,inbound,2.75,3,0,0.1084
BK-04,Bakmil,2024-02-01T02:45:00,outbound,2.75,3,0,0.0198
UL-05,Ulduz,2024-02-01T02:45:00,inbound,2.75,3,0,0.0553
UL-05,Ulduz,2024-02-01T02:45:00,outbound,2.75,3,0,0.0489
KR-06,Koroğlu,2024-02-01T02:45:00,inbound,2.75,3,0,0.1112
KR-06,Koroğlu,2024-02-01T02:45:00,outbound,2.75,3,0,0.0499
QQ-07,Qara Qarayev,2024-02-01T02:45:00,inbound,2.75,3,0,0.039
QQ-07,Qara Qarayev,2024-02-01T02:45:00,outbound,2.75,3,0,0.0649
HA-08,Həzi Aslanov,2024-02-01T02:45:00,inbound,2.75,3,0,0.0822
HA-08,Həzi Aslanov,2024-02-01T02:45:00,outbound,2.75,3,0,0.0679
IC-01,İçərişəhər,2024-02-01T03:00:00,inbound,3.0,3,0,0.06
IC-01,İçərişəhər,2024-02-01T03:00:00,outbound,3.0,3,0,0.1273
MY-02,28 May,2024-02-01T03:00:00,inbound,3.0,3,0,0.0893
MY-02,28 May,2024-02-01T03:00:00,outbound,3.0,3,0,0.1311
NN-03,Nəriman Nərimanov,2024-02-01T03:00:00,inbound,3.0,3,0,0.085
NN-03,Nəriman Nərimanov,2024-02-01T03:00:00,outbound,3.0,3,0,0.0351
BK-04,Bakmil,2024-02-01T03:00:00,inbound,3.0,3,0,0.1099
BK-04,Bakmil,2024-02-01T03:00:00,outbound,3.0,3,0,0.0936
UL-05,Ulduz,2024-02-01T03:00:00,inbound,3.0,3,0,0.1119
UL-05,Ulduz,2024-02-01T03:00:00,outbound,3.0,3,0,0.1076
KR-06,Koroğlu,2024-02-01T03:00:00,inbound,3.0,3,0,0.1099
KR-06,Koroğlu,2024-02-01T03:00:00,outbound,3.0,3,0,0.0416
QQ-07,Qara Qarayev,2024-02-01T03:00:00,inbound,3.0,3,0,0.0686
QQ-07,Qara Qarayev,2024-02-01T03:00:00,outbound,3.0,3,0,0.0414
HA-08,Həzi Aslanov,2024-02-01T03:00:00,inbound,3.0,3,0,0.0801
HA-08,Həzi Aslanov,2024-02-01T03:00:00,outbound,3.0,3,0,0.0459
IC-01,İçərişəhər,2024-02-01T03:15:00,inbound,3.25,3,0,0.0729
IC-01,İçərişəhər,2024-02-01T03:15:00,outbound,3.25,3,0,0.1335
MY-02,28 May,2024-02-01T03:15:00,inbound,3.25,3,0,0.0715
MY-02,28 May,2024-02-01T03:15:00,outbound,3.25,3,0,0.1234
NN-03,Nəriman Nərimanov,2024-02-01T03:15:00,inbound,3.25,3,0,0.0755
NN-03,Nəriman Nərimanov,2024-02-01T03:15:00,outbound,3.25,3,0,0.0723
BK-04,Bakmil,2024-02-01T03:15:00,inbound,3.25,3,0,0.1057
BK-04,Bakmil,2024-02-01T03:15:00,outbound,3.25,3,0,0.1095
UL-05,Ulduz,2024-02-01T03:15:00,inbound,3.25,3,0,0.0706
UL-05,Ulduz,2024-02-01T03:15:00,outbound,3.25,3,0,0.0868
KR-06,Koroğlu,2024-02-01T03:15:00,inbound,3.25,3,0,0.0405
KR-06,Koroğlu,2024-02-01T03:15:00,outbound,3.25,3,0,0.0547
QQ-07,Qara Qarayev,2024-02-01T03:15:00,inbound,3.25,3,0,0.1169
QQ-07,Qara Qarayev,2024-02-01T03:15:00,outbound,3.25,3,0,0.0779
HA-08,Həzi Aslanov,2024-02-01T03:15:00,inbound,3.25,3,0,0.0942
HA-08,Həzi Aslanov,2024-02-01T03:15:00,outbound,3.25,3,0,0.1148
IC-01,İçərişəhər,2024-02-01T03:30:00,inbound,3.5,3,0,0.0407
IC-01,İçərişəhər,2024-02-01T03:30:00,outbound,3.5,3,0,0.0934
MY-02,28 May,2024-02-01T03:30:00,inbound,3.5,3,0,0.0953
MY-02,28 May,2024-02-01T03:30:00,outbound,3.5,3,0,0.1303
NN-03,Nəriman Nərimanov,2024-02-01T03:30:00,inbound,3.5,3,0,0.0457
NN-03,Nəriman Nərimanov,2024-02-01T03:30:00,outbound,3.5,3,0,0.1261
BK-04,Bakmil,2024-02-01T03:30:00,inbound,3.5,3,0,0.018
BK-04,Bakmil,2024-02-01T03:30:00,outbound,3.5,3,0,0.0286
UL-05,Ulduz,2024-02-01T03:30:00,inbound,3.5,3,0,0.0745
UL-05,Ulduz,2024-02-01T03:30:00,outbound,3.5,3,0,0.0825
KR-06,Koroğlu,2024-02-01T03:30:00,inbound,3.5,3,0,0.0485
KR-06,Koroğlu,2024-02-01T03:30:00,outbound,3.5,3,0,0.037
QQ-07,Qara Qarayev,2024-02-01T03:30:00,inbound,3.5,3,0,0.109
QQ-07,Qara Qarayev,2024-02-01T03:30:00,outbound,3.5,3,0,0.0446
HA-08,Həzi Aslanov,2024-02-01T03:30:00,inbound,3.5,3,0,0.0995
HA-08,Həzi Aslanov,2024-02-01T03:30:00,outbound,3.5,3,0,0.1019
IC-01,İçərişəhər,2024-02-01T03:45:00,inbound,3.75,3,0,0.0769
IC-01,İçərişəhər,2024-02-01T03:45:00,outbound,3.75,3,0,0.0934
MY-02,28 May,2024-02-01T03:45:00,inbound,3.75,3,0,0.0973
MY-02,28 May,2024-02-01T03:45:00,outbound,3.75,3,0,0.1385
NN-03,Nəriman Nərimanov,2024-02-01T03:45:00,inbound,3.75,3,0,0.0504
NN-03,Nəriman Nərimanov,2024-02-01T03:45:00,outbound,3.75,3,0,0.1016
BK-04,Bakmil,2024-02-01T03:45:00,inbound,3.75,3,0,0.0339
BK-04,Bakmil,2024-02-01T03:45:00,outbound,3.75,3,0,0.0496
UL-05,Ulduz,2024-02-01T03:45:00,inbound,3.75,3,0,0.0822
UL-05,Ulduz,2024-02-01T03:45:00,outbound,3.75,3,0,0.045
KR-06,Koroğlu,2024-02-01T03:45:00,inbound,3.75,3,0,0.0566
KR-06,Koroğlu,2024-02-01T03:45:00,outbound,3.75,3,0,0.1002
QQ-07,Qara Qarayev,2024-02-01T03:45:00,inbound,3.75,3,0,0.0273
QQ-07,Qara Qarayev,2024-02-01T03:45:00,outbound,3.75,3,0,0.0658
HA-08,Həzi Aslanov,2024-02-01T03:45:00,inbound,3.75,3,0,0.1398
HA-08,Həzi Aslanov,2024-02-01T03:45:00,outbound,3.75,3,0,0.1396
IC-01,İçərişəhər,2024-02-01T04:00:00,inbound,4.0,3,0,0.0423
IC-01,İçərişəhər,2024-02-01T04:00:00,outbound,4.0,3,0,0.0563
MY-02,28 May,2024-02-01T04:00:00,inbound,4.0,3,0,0.0715
MY-02,28 May,2024-02-01T04:00:00,outbound,4.0,3,0,0.1383
NN-03,Nəriman Nərimanov,2024-02-01T04:00:00,inbound,4.0,3,0,0.1181
NN-03,Nəriman Nərimanov,2024-02-01T04:00:00,outbound,4.0,3,0,0.1179
BK-04,Bakmil,2024-02-01T04:00:00,inbound,4.0,3,0,0.047
BK-04,Bakmil,2024-02-01T04:00:00,outbound,4.0,3,0,0.0258
UL-05,Ulduz,2024-02-01T04:00:00,inbound,4.0,3,0,0.0984
UL-05,Ulduz,2024-02-01T04:00:00,outbound,4.0,3,0,0.0854
KR-06,Koroğlu,2024-02-01T04:00:00,inbound,4.0,3,0,0.0862
KR-06,Koroğlu,2024-02-01T04:00:00,outbound,4.0,3,0,0.1237
QQ-07,Qara Qarayev,2024-02-01T04:00:00,inbound,4.0,3,0,0.0854
QQ-07,Qara Qarayev,2024-02-01T04:00:00,outbound,4.0,3,0,0.0208
HA-08,Həzi Aslanov,2024-02-01T04:00:00,inbound,4.0,3,0,0.1217
HA-08,Həzi Aslanov,2024-02-01T04:00:00,outbound,4.0,3,0,0.0699
IC-01,İçərişəhər,2024-02-01T04:15:00,inbound,4.25,3,0,0.1013
IC-01,İçərişəhər,2024-02-01T04:15:00,outbound,4.25,3,0,0.1289
MY-02,28 May,2024-02-01T04:15:00,inbound,4.25,3,0,0.0584
MY-02,28 May,2024-02-01T04:15:00,outbound,4.25,3,0,0.0565
NN-03,Nəriman Nərimanov,2024-02-01T04:15:00,inbound,4.25,3,0,0.0407
NN-03,Nəriman Nərimanov,2024-02-01T04:15:00,outbound,4.25,3,0,0.0853
BK-04,Bakmil,2024-02-01T04:15:00,inbound,4.25,3,0,0.0372
BK-04,Bakmil,2024-02-01T04:15:00,outbound,4.25,3,0,0.0705
UL-05,Ulduz,2024-02-01T04:15:00,inbound,4.25,3,0,0.0868
UL-05,Ulduz,2024-02-01T04:15:00,outbound,4.25,3,0,0.0354
KR-06,Koroğlu,2024-02-01T04:15:00,inbound,4.25,3,0,0.0884
KR-06,Koroğlu,2024-02-01T04:15:00,outbound,4.25,3,0,0.0514
QQ-07,Qara Qarayev,2024-02-01T04:15:00,inbound,4.25,3,0,0.0689
QQ-07,Qara Qarayev,2024-02-01T04:15:00,outbound,4.25,3,0,0.1105
HA-08,Həzi Aslanov,2024-02-01T04:15:00,inbound,4.25,3,0,0.1246
HA-08,Həzi Aslanov,2024-02-01T04:15:00,outbound,4.25,3,0,0.0492
IC-01,İçərişəhər,2024-02-01T04:30:00,inbound,4.5,3,0,0.0774
IC-01,İçərişəhər,2024-02-01T04:30:00,outbound,4.5,3,0,0.0627
MY-02,28 May,2024-02-01T04:30:00,inbound,4.5,3,0,0.0454
MY-02,28 May,2024-02-01T04:30:00,outbound,4.5,3,0,0.1221
NN-03,Nəriman Nərimanov,2024-02-01T04:30:00,inbound,4.5,3,0,0.0937
NN-03,Nəriman Nərimanov,2024-02-01T04:30:00,outbound,4.5,3,0,0.0562
BK-04,Bakmil,2024-02-01T04:30:00,inbound,4.5,3,0,0.0841
BK-04,Bakmil,2024-02-01T04:30:00,outbound,4.5,3,0,0.0652
UL-05,Ulduz,2024-02-01T04:30:00,inbound,4.5,3,0,0.0578
UL-05,Ulduz,2024-02-01T04:30:00,outbound,4.5,3,0,0.016
KR-06,Koroğlu,2024-02-01T04:30:00,inbound,4.5,3,0,0.0325
KR-06,Koroğlu,2024-02-01T04:30:00,outbound,4.5,3,0,0.1133
QQ-07,Qara Qarayev,2024-02-01T04:30:00,inbound,4.5,3,0,0.1104
QQ-07,Qara Qarayev,2024-02-01T04:30:00,outbound,4.5,3,0,0.0746
HA-08,Həzi Aslanov,2024-02-01T04:30:00,inbound,4.5,3,0,0.1235
HA-08,Həzi Aslanov,2024-02-01T04:30:00,outbound,4.5,3,0,0.0983
IC-01,İçərişəhər,2024-02-01T04:45:00,inbound,4.75,3,0,0.0498
IC-01,İçərişəhər,2024-02-01T04:45:00,outbound,4.75,3,0,0.0478
MY-02,28 May,2024-02-01T04:45:00,inbound,4.75,3,0,0.0758
MY-02,28 May,2024-02-01T04:45:00,outbound,4.75,3,0,0.1349
NN-03,Nəriman Nərimanov,2024-02-01T04:45:00,inbound,4.75,3,0,0.1096
NN-03,Nəriman Nərimanov,2024-02-01T04:45:00,outbound,4.75,3,0,0.1161
BK-04,Bakmil,2024-02-01T04:45:00,inbound,4.75,3,0,0.0999
BK-04,Bakmil,2024-02-01T04:45:00,outbound,4.75,3,0,0.031
UL-05,Ulduz,2024-02-01T04:45:00,inbound,4.75,3,0,0.04
UL-05,Ulduz,2024-02-01T04:45:00,outbound,4.75,3,0,0.0253
KR-06,Koroğlu,2024-02-01T04:45:00,inbound,4.75,3,0,0.103
KR-06,Koroğlu,2024-02-01T04:45:00,outbound,4.75,3,0,0.1134
QQ-07,Qara Qarayev,2024-02-01T04:45:00,inbound,4.75,3,0,0.0606
QQ-07,Qara Qarayev,2024-02-01T04:45:00,outbound,4.75,3,0,0.0821
HA-08,Həzi Aslanov,2024-02-01T04:45:00,inbound,4.75,3,0,0.0555
HA-08,Həzi Aslanov,2024-02-01T04:45:00,outbound,4.75,3,0,0.133
IC-01,İçərişəhər,2024-02-01T05:00:00,inbound,5.0,3,0,0.1215
IC-01,İçərişəhər,2024-02-01T05:00:00,outbound,5.0,3,0,0.1327
MY-02,28 May,2024-02-01T05:00:00,inbound,5.0,3,0,0.1261
MY-02,28 May,2024-02-01T05:00:00,outbound,5.0,3,0,0.1332
NN-03,Nəriman Nərimanov,2024-02-01T05:00:00,inbound,5.0,3,0,0.0325
